serviceCharge,heatingType,newlyConst,balcony,picturecount,pricetrend,totalRent,yearConstructed,scoutId,firingTypes,hasKitchen,cellar,baseRent,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,floor,noRoomsRange,garden,livingSpaceRange,regio3,date
130,central_heating,FALSE,FALSE,6,5.38,570,1958,107314228,gas,TRUE,FALSE,440,26,well_kept,normal,no,FALSE,other,86159,1.5,2,1,FALSE,1,Antonsviertel,18-Sep
191,central_heating,FALSE,FALSE,12,4.25,1080,1910,113165692,gas,TRUE,TRUE,889,63.5,refurbished,sophisticated,negotiable,FALSE,roof_storey,86157,2.5,3,2,FALSE,3,Pfersee,19-Oct
250,central_heating,FALSE,TRUE,2,4.16,1300,1970,113809492,gas,TRUE,TRUE,1050,98,first_time_use_after_refurbishment,sophisticated,negotiable,FALSE,apartment,86199,4,2,4,FALSE,4,Göggingen,19-Oct
330,district_heating,TRUE,TRUE,12,3.93,2243.38,2019,112301636,district_heating,FALSE,TRUE,1843.38,147.47,first_time_use,luxury,no,FALSE,apartment,86152,5,3,5,FALSE,6,Innenstadt,19-Oct
100,gas_heating,FALSE,TRUE,14,4.3,900,1985,113636350,gas,FALSE,TRUE,800,60,first_time_use_after_refurbishment,sophisticated,no,FALSE,apartment,86169,2,1,2,TRUE,2,Lechhausen,19-Oct
85,central_heating,FALSE,TRUE,9,6.59,1010,1977,73504063,oil,FALSE,TRUE,840,100,well_kept,sophisticated,no,FALSE,ground_floor,86165,3,1,3,FALSE,4,Lechhausen,18-Sep
250,central_heating,TRUE,TRUE,17,5.37,1550,2019,110010945,gas,FALSE,TRUE,1300,100,first_time_use,luxury,no,FALSE,apartment,86199,3,1,3,FALSE,4,Göggingen,19-May
80,self_contained_central_heating,FALSE,FALSE,17,5.1,1000,1500,104598787,gas,TRUE,TRUE,820,72,fully_renovated,sophisticated,no,FALSE,apartment,86150,3,0,3,FALSE,3,Innenstadt,18-Sep
75,central_heating,FALSE,TRUE,39,3.83,802,1962,84141678,oil,FALSE,TRUE,672,56,well_kept,sophisticated,negotiable,FALSE,apartment,86152,2,2,2,FALSE,2,Innenstadt,20-Feb
150,central_heating,FALSE,TRUE,9,6.9,710,1964,99596173,oil,FALSE,TRUE,560,66,well_kept,normal,no,TRUE,other,86167,2,2,2,FALSE,3,Lechhausen,20-Feb
160,floor_heating,TRUE,TRUE,5,6.17,1030,2019,111415938,gas,FALSE,TRUE,870,73.14,first_time_use,sophisticated,no,FALSE,ground_floor,86169,3,0,3,TRUE,3,Firnhaberau,19-May
140,central_heating,FALSE,TRUE,21,5.1,1550,1984,107337112,gas,TRUE,TRUE,1300,108,well_kept,sophisticated,negotiable,FALSE,apartment,86152,3,1,3,FALSE,5,Innenstadt,18-Sep
155,floor_heating,FALSE,TRUE,11,6.45,1230,2010,109014331,district_heating,TRUE,TRUE,1075,106,refurbished,luxury,negotiable,TRUE,apartment,86167,3,1,3,FALSE,5,Lechhausen,20-Feb
175,central_heating,FALSE,TRUE,23,5.85,1450,2015,111230778,district_heating,FALSE,TRUE,1275,102.36,well_kept,sophisticated,negotiable,TRUE,apartment,86159,4,1,4,FALSE,5,Hochfeld,19-May
35,gas_heating,FALSE,TRUE,9,5.61,355,1903,111216775,gas,TRUE,TRUE,320,13,refurbished,normal,no,FALSE,raised_ground_floor,86157,1,1,1,FALSE,1,Pfersee,19-May
115,district_heating,FALSE,TRUE,18,5.31,510,2017,111409335,district_heating,TRUE,FALSE,395,23.9,mint_condition,sophisticated,no,TRUE,apartment,86153,1,1,1,TRUE,1,Innenstadt,19-May
125,central_heating,FALSE,TRUE,0,4.6,625,1985,107376355,oil,FALSE,TRUE,500,56,well_kept,sophisticated,no,FALSE,roof_storey,86161,2,3,2,FALSE,2,Universitätsviertel,18-Sep
150,central_heating,FALSE,TRUE,10,3.83,1545,1956,115247557,gas,FALSE,TRUE,1300,119,refurbished,sophisticated,no,FALSE,apartment,86150,3,2,3,FALSE,5,Innenstadt,20-Feb
30,central_heating,FALSE,TRUE,7,5,405,1993,90556867,gas,TRUE,TRUE,305,21,well_kept,normal,no,FALSE,apartment,86179,1,2,1,FALSE,1,Haunstetten,19-May
140,central_heating,FALSE,TRUE,3,4.16,840,1999,113111442,natural_gas_heavy,TRUE,TRUE,650,59,well_kept,sophisticated,no,TRUE,apartment,86159,2,1,2,FALSE,2,Göggingen,19-Oct
290,central_heating,FALSE,TRUE,12,3.83,1440,2016,114486339,district_heating,TRUE,TRUE,1150,101.64,mint_condition,sophisticated,negotiable,TRUE,apartment,86153,3,2,3,FALSE,5,Innenstadt,20-Feb
150,central_heating,FALSE,FALSE,10,6.25,974,1890,106533206,district_heating,TRUE,TRUE,784,58.1,first_time_use,luxury,negotiable,TRUE,apartment,86159,2,1,2,TRUE,2,Hochfeld,18-Sep
150,central_heating,FALSE,TRUE,15,5,1170,1984,93668934,oil,TRUE,TRUE,945,89,well_kept,normal,negotiable,FALSE,terraced_flat,86179,3,0,3,TRUE,4,Haunstetten,18-Sep
120,central_heating,FALSE,TRUE,1,7.45,1750,1910,81898000,district_heating,FALSE,TRUE,1450,162,well_kept,sophisticated,negotiable,TRUE,apartment,86150,4.5,1,4,FALSE,7,Innenstadt,20-Feb
120,central_heating,FALSE,FALSE,12,5.91,779,1972,110280669,natural_gas_light,TRUE,FALSE,659,57,first_time_use_after_refurbishment,sophisticated,no,FALSE,apartment,86156,2,1,2,FALSE,2,Kriegshaber,19-May
115,district_heating,FALSE,TRUE,18,3.98,685,2017,113465829,district_heating,TRUE,FALSE,570,20.5,mint_condition,sophisticated,no,TRUE,apartment,86153,1,3,1,TRUE,1,Innenstadt,19-Oct
90,gas_heating,FALSE,FALSE,11,3.83,570,1920,82098267,gas,TRUE,TRUE,480,58,fully_renovated,normal,negotiable,FALSE,apartment,86154,2,2,2,TRUE,2,Oberhausen,20-Feb
180,floor_heating,TRUE,TRUE,27,6.22,2835,2018,104340329,district_heating,FALSE,TRUE,2380,140.18,first_time_use,luxury,negotiable,TRUE,penthouse,86159,4,3,4,FALSE,6,Hochfeld,18-Sep
150,central_heating,FALSE,TRUE,9,6.45,950,1966,110671790,oil,FALSE,TRUE,800,78,fully_renovated,luxury,no,FALSE,apartment,86156,2,1,2,TRUE,3,Kriegshaber,19-May
140,floor_heating,TRUE,TRUE,12,6.45,690,2018,101389886,district_heating,TRUE,TRUE,550,50,mint_condition,sophisticated,no,TRUE,apartment,86169,1.5,1,1,FALSE,2,Hammerschmiede,19-Oct
150,central_heating,FALSE,TRUE,13,4.37,950,1977,113791186,gas,TRUE,TRUE,750,73,well_kept,normal,no,TRUE,apartment,86163,2,2,2,FALSE,3,Hochzoll,19-Oct
133,district_heating,TRUE,TRUE,9,4.92,1265,2019,113689985,district_heating,FALSE,TRUE,1040,83,first_time_use,sophisticated,negotiable,TRUE,apartment,86161,3,1,3,FALSE,4,Herrenbach,19-Oct
210,district_heating,FALSE,TRUE,6,8.14,990,2009,83851876,district_heating,TRUE,TRUE,780,83,mint_condition,sophisticated,negotiable,TRUE,apartment,86156,3,1,3,FALSE,4,Kriegshaber,20-Feb
90,central_heating,FALSE,TRUE,13,4.39,795,1937,71184945,wood_chips,FALSE,TRUE,650,70,fully_renovated,normal,negotiable,FALSE,apartment,86156,3,2,3,FALSE,3,Kriegshaber,20-Feb
75,self_contained_central_heating,FALSE,TRUE,13,3.86,825,1910,115519874,gas,TRUE,TRUE,750,64,fully_renovated,normal,no,FALSE,apartment,86157,3,2,3,FALSE,3,Pfersee,20-Feb
82,central_heating,FALSE,TRUE,3,5.62,1000,1972,58950143,oil,TRUE,TRUE,800,86.3,fully_renovated,normal,negotiable,FALSE,apartment,86163,3,1,3,TRUE,4,Hochzoll,20-Feb
80,central_heating,FALSE,TRUE,14,3.7,900,1933,115704737,gas,TRUE,TRUE,740,72,refurbished,normal,negotiable,FALSE,raised_ground_floor,86154,2,0,2,FALSE,3,Oberhausen,20-Feb
70,central_heating,FALSE,FALSE,10,5.31,690,1905,111357053,gas,TRUE,TRUE,550,49,refurbished,normal,negotiable,FALSE,apartment,86153,2,3,2,TRUE,2,Innenstadt,19-May
117,central_heating,FALSE,FALSE,8,5.31,803,1956,111042858,gas,TRUE,TRUE,641,49,well_kept,normal,no,FALSE,other,86150,1,1,1,FALSE,2,Innenstadt,19-May
267,central_heating,FALSE,FALSE,10,5,1426,1893,110723856,district_heating,TRUE,TRUE,1159,89.19,first_time_use_after_refurbishment,luxury,negotiable,TRUE,apartment,86152,3,3,3,FALSE,4,Innenstadt,19-May
110,district_heating,FALSE,TRUE,17,5.31,535,2017,111412088,district_heating,TRUE,FALSE,425,22.5,mint_condition,sophisticated,no,TRUE,apartment,86153,1,4,1,TRUE,1,Innenstadt,19-May
250,district_heating,FALSE,TRUE,10,3.98,1500,2014,113854159,combined_heat_and_power_renewable_energy,TRUE,TRUE,1250,93.09,mint_condition,sophisticated,no,TRUE,roof_storey,86153,3,4,3,FALSE,4,Innenstadt,19-Oct
100,district_heating,TRUE,TRUE,8,4.92,1015,2018,111887447,district_heating,FALSE,TRUE,845,63,first_time_use,sophisticated,negotiable,TRUE,apartment,86161,2,0,2,FALSE,3,Herrenbach,19-Oct
115,district_heating,FALSE,FALSE,7,6.67,540,1995,107346089,district_heating,TRUE,FALSE,425,24.6,first_time_use_after_refurbishment,sophisticated,negotiable,TRUE,ground_floor,86156,1,0,1,TRUE,1,Kriegshaber,18-Sep
189,floor_heating,TRUE,TRUE,11,5.6,1261.5,2018,107062532,geothermal,TRUE,TRUE,1072.5,82.5,first_time_use,sophisticated,no,TRUE,apartment,86199,3,3,3,FALSE,4,Göggingen,18-Sep
155,combined_heat_and_power_plant,FALSE,TRUE,12,6.53,1075,2016,90020350,combined_heat_and_power_fossil_fuels,FALSE,TRUE,880,84,mint_condition,sophisticated,no,FALSE,ground_floor,86165,3,0,3,TRUE,4,Lechhausen,20-Feb
310,floor_heating,FALSE,TRUE,10,3.62,2155,1967,114670573,oil,TRUE,TRUE,1630,163,fully_renovated,sophisticated,negotiable,TRUE,penthouse,86152,4.5,8,4,FALSE,7,Innenstadt,20-Feb
133,district_heating,TRUE,TRUE,16,4.61,1265,2019,114467660,gas,TRUE,TRUE,1040,83.23,first_time_use,sophisticated,negotiable,TRUE,apartment,86161,3,2,3,FALSE,4,Herrenbach,20-Feb
230,central_heating,FALSE,TRUE,16,6.54,1220,1983,70572240,gas,FALSE,TRUE,990,86,well_kept,normal,no,FALSE,apartment,86161,3,1,3,FALSE,4,Spickel,18-Sep
115,floor_heating,TRUE,TRUE,8,5.91,1190,2019,111351875,district_heating,FALSE,TRUE,960,84,first_time_use,sophisticated,negotiable,TRUE,apartment,86161,3,3,3,FALSE,4,Herrenbach,19-May
100,central_heating,FALSE,TRUE,13,3.7,498,2016,115637818,district_heating,TRUE,TRUE,398,26.8,mint_condition,normal,no,FALSE,loft,86154,1,2,1,FALSE,1,Oberhausen,20-Feb
170,central_heating,FALSE,TRUE,17,5.15,1028,1990,111198947,gas,TRUE,TRUE,858,71,fully_renovated,normal,negotiable,FALSE,ground_floor,86179,3,0,3,TRUE,3,Haunstetten,19-May
45,central_heating,FALSE,TRUE,2,5.61,520,1973,111201556,gas:oil,TRUE,TRUE,390,32,well_kept,normal,no,TRUE,apartment,86157,1,5,1,FALSE,1,Pfersee,19-May
95,self_contained_central_heating,FALSE,TRUE,5,4.12,645,1965,115259505,gas,TRUE,TRUE,550,55.41,modernized,normal,negotiable,FALSE,apartment,86163,2,1,2,FALSE,2,Hochzoll,20-Feb
100,central_heating,FALSE,TRUE,15,3.62,1400,1949,115510025,gas,TRUE,TRUE,1150,108.9,well_kept,normal,negotiable,FALSE,apartment,86152,3.5,1,3,FALSE,5,Innenstadt,20-Feb
150,floor_heating,FALSE,TRUE,15,7.37,870,2010,102761978,district_heating,TRUE,TRUE,720,65,mint_condition,sophisticated,no,TRUE,apartment,86153,2,1,2,FALSE,3,Innenstadt,20-Feb
750,central_heating,FALSE,TRUE,21,5.31,4250,1578,111187339,district_heating,TRUE,FALSE,3500,260,mint_condition,luxury,no,TRUE,loft,86150,3,4,3,FALSE,7,Innenstadt,19-May
105,district_heating,FALSE,TRUE,16,3.98,470,2017,113780967,district_heating,TRUE,FALSE,365,21.7,mint_condition,sophisticated,no,TRUE,apartment,86153,1,3,1,TRUE,1,Innenstadt,19-Oct
100,district_heating,FALSE,TRUE,17,3.62,470,2017,115691373,district_heating,TRUE,FALSE,370,21,mint_condition,sophisticated,no,TRUE,apartment,86153,1,3,1,TRUE,1,Innenstadt,20-Feb
280,floor_heating,TRUE,TRUE,11,3.87,1530,2019,115438363,gas,FALSE,TRUE,1250,105,first_time_use,sophisticated,no,TRUE,apartment,86179,4,1,4,FALSE,5,Haunstetten,20-Feb
270,oil_heating,FALSE,TRUE,10,4.58,1140,1971,115238735,oil,TRUE,TRUE,870,87.5,well_kept,sophisticated,negotiable,TRUE,apartment,86161,3,2,3,FALSE,4,Hochfeld,20-Feb
180,central_heating,FALSE,FALSE,9,3.98,625,1982,61417257,oil,TRUE,FALSE,445,43,fully_renovated,sophisticated,negotiable,TRUE,apartment,86152,1,2,1,FALSE,2,Innenstadt,19-Oct
300,gas_heating,FALSE,TRUE,15,4.08,1740,1982,115638798,gas,FALSE,TRUE,1440,118,first_time_use_after_refurbishment,sophisticated,no,FALSE,ground_floor,86163,4,0,4,TRUE,5,Hochzoll,20-Feb
373,district_heating,FALSE,FALSE,19,5,1868,1893,108334619,district_heating,TRUE,TRUE,1495,124.55,first_time_use_after_refurbishment,luxury,negotiable,TRUE,apartment,86152,4,1,4,FALSE,6,Innenstadt,19-May
140,gas_heating,FALSE,TRUE,15,6.59,720,1995,106984005,natural_gas_light,TRUE,TRUE,580,45,well_kept,normal,no,FALSE,roof_storey,86167,2,3,2,TRUE,2,Lechhausen,18-Sep
250,central_heating,FALSE,FALSE,7,3.83,1190,1953,114028459,gas,TRUE,FALSE,940,75,well_kept,normal,no,FALSE,apartment,86152,2,1,2,FALSE,3,Innenstadt,20-Feb
105,district_heating,FALSE,TRUE,17,3.98,425,2017,113481300,district_heating,TRUE,FALSE,320,21.7,mint_condition,sophisticated,no,TRUE,apartment,86153,1,1,1,TRUE,1,Innenstadt,19-Oct
149,central_heating,FALSE,TRUE,0,3.37,550,1993,115417397,gas,TRUE,TRUE,550,34.23,mint_condition,normal,no,TRUE,apartment,86159,1,3,1,FALSE,1,Antonsviertel,20-Feb
201,floor_heating,FALSE,TRUE,10,5.37,1143.5,2018,110479261,geothermal,TRUE,TRUE,942.5,72.5,mint_condition,sophisticated,no,TRUE,roof_storey,86199,2,3,2,FALSE,3,Göggingen,20-Feb
200,central_heating,FALSE,TRUE,10,5,940,1950,110494227,natural_gas_light,FALSE,TRUE,740,67,well_kept,normal,negotiable,FALSE,apartment,86152,3,2,3,FALSE,3,Innenstadt,19-May
150,oil_heating,FALSE,TRUE,4,5.31,700,1963,111297809,oil,FALSE,TRUE,550,72.8,modernized,normal,no,FALSE,apartment,86153,3,1,3,FALSE,3,Innenstadt,19-May
105,district_heating,FALSE,TRUE,16,5,475,2017,110808689,district_heating,TRUE,FALSE,370,20.3,mint_condition,sophisticated,no,TRUE,other,86153,1,5,1,TRUE,1,Innenstadt,19-May
200,central_heating,FALSE,TRUE,10,5.91,1230,1974,111109698,oil,TRUE,TRUE,900,95.43,modernized,normal,no,TRUE,maisonette,86156,3,2,3,FALSE,4,Kriegshaber,19-May
122.74,floor_heating,FALSE,TRUE,15,5.51,680,1993,111060146,gas,FALSE,TRUE,557.26,55.66,fully_renovated,sophisticated,negotiable,FALSE,roof_storey,86154,2,3,2,FALSE,2,Oberhausen,19-May
200,self_contained_central_heating,FALSE,TRUE,15,4.16,1250,1983,113530680,oil,TRUE,TRUE,1050,86,well_kept,sophisticated,no,FALSE,apartment,86179,3,2,3,FALSE,4,Haunstetten,19-Oct
200,central_heating,FALSE,TRUE,19,5.89,820,1970,111281864,district_heating,TRUE,FALSE,620,41,refurbished,sophisticated,no,TRUE,apartment,86162,1.5,4,1,FALSE,2,Herrenbach,19-May
150,central_heating,FALSE,TRUE,19,6.59,780,1971,106911675,oil,TRUE,TRUE,630,69,well_kept,normal,no,FALSE,ground_floor,86165,2,0,2,FALSE,3,Lechhausen,18-Sep
75,self_contained_central_heating,FALSE,FALSE,14,3.98,685,1938,113790965,gas,TRUE,TRUE,560,32,first_time_use_after_refurbishment,sophisticated,no,FALSE,roof_storey,86153,1,3,1,FALSE,1,Innenstadt,19-Oct
150,central_heating,FALSE,FALSE,10,5.43,1190,1980,106942171,gas,FALSE,FALSE,990,87,first_time_use_after_refurbishment,sophisticated,no,FALSE,apartment,86199,3,2,3,FALSE,4,Göggingen,18-Sep
373,district_heating,FALSE,TRUE,14,5,1929,1893,108337107,district_heating,FALSE,TRUE,1556,124.53,first_time_use_after_refurbishment,luxury,negotiable,TRUE,apartment,86152,4,1,4,FALSE,6,Innenstadt,19-May
120,central_heating,FALSE,TRUE,19,3.62,2050,2007,114082413,district_heating,TRUE,TRUE,1750,125.1,mint_condition,sophisticated,no,TRUE,maisonette,86150,3,3,3,FALSE,6,Innenstadt,20-Feb
100,district_heating,FALSE,TRUE,15,3.62,470,2017,115470102,district_heating,TRUE,FALSE,370,21,mint_condition,sophisticated,no,TRUE,apartment,86153,1,1,1,TRUE,1,Innenstadt,20-Feb
80,self_contained_central_heating,FALSE,TRUE,12,4.23,920,1996,114900842,natural_gas_light,TRUE,TRUE,740,61.76,well_kept,sophisticated,negotiable,FALSE,apartment,86165,2,4,2,FALSE,3,Lechhausen,20-Feb
240,gas_heating,FALSE,FALSE,29,5.62,1160,1984,111269220,natural_gas_light,FALSE,FALSE,920,110,refurbished,sophisticated,negotiable,FALSE,roof_storey,86163,3,2,3,FALSE,5,Hochzoll,19-May
310,district_heating,TRUE,TRUE,12,3.93,2028.38,2019,112301581,district_heating,FALSE,TRUE,1648.38,131.87,first_time_use,luxury,no,TRUE,apartment,86152,3,4,3,FALSE,6,Innenstadt,19-Oct
350,floor_heating,TRUE,TRUE,7,5.37,2150,2019,111339310,hydro_energy,FALSE,TRUE,1800,140,first_time_use,luxury,negotiable,TRUE,penthouse,86199,4,2,4,FALSE,6,Göggingen,19-May
110,central_heating,FALSE,TRUE,4,5.61,530,1972,111266159,natural_gas_light,TRUE,TRUE,420,42.5,refurbished,sophisticated,no,TRUE,apartment,86157,1,2,1,TRUE,2,Pfersee,19-May
130,central_heating,FALSE,FALSE,9,3.99,598,1969,115393050,oil,FALSE,TRUE,468,52,modernized,sophisticated,negotiable,FALSE,roof_storey,86167,2,3,2,TRUE,2,Lechhausen,20-Feb
30,combined_heat_and_power_plant,FALSE,FALSE,12,5.85,460,2014,111354205,heat_supply,TRUE,TRUE,400,30,mint_condition,luxury,negotiable,TRUE,apartment,86161,1,2,1,FALSE,1,Hochfeld,19-May
200,central_heating,FALSE,TRUE,16,5.31,1880,1957,109955173,gas,TRUE,TRUE,1680,204,modernized,normal,negotiable,FALSE,apartment,86150,7,2,5,FALSE,7,Innenstadt,19-May
200,central_heating,FALSE,TRUE,8,5.15,935,1971,111381718,oil,FALSE,TRUE,735,83.67,well_kept,normal,no,FALSE,apartment,86179,4,2,4,FALSE,4,Haunstetten,19-May
80,central_heating,FALSE,FALSE,11,5.31,666,1951,111387650,district_heating,FALSE,FALSE,511,53,refurbished,normal,no,FALSE,roof_storey,86150,2,4,2,FALSE,2,Innenstadt,19-May
170,central_heating,FALSE,FALSE,10,5.81,1130,1905,91702017,gas,TRUE,TRUE,960,92.5,fully_renovated,sophisticated,no,FALSE,roof_storey,86159,3.5,3,3,TRUE,4,Antonsviertel,20-Feb
303,district_heating,FALSE,FALSE,23,5.1,1303,1950,107346425,gas:district_heating,FALSE,FALSE,1000,100,first_time_use_after_refurbishment,sophisticated,negotiable,FALSE,apartment,86150,3,3,3,FALSE,4,Innenstadt,18-Sep
120,central_heating,FALSE,TRUE,6,3.99,640,1950,115694015,gas,FALSE,TRUE,520,55,well_kept,normal,negotiable,FALSE,ground_floor,86165,2,1,2,FALSE,2,Lechhausen,20-Feb
155,self_contained_central_heating,FALSE,FALSE,7,7.45,883,1950,97703661,gas,FALSE,TRUE,728,91,well_kept,normal,negotiable,TRUE,apartment,86150,2,4,2,FALSE,4,Innenstadt,19-May
150,self_contained_central_heating,FALSE,FALSE,9,3.83,1100,1960,82453338,gas,FALSE,TRUE,950,90,well_kept,normal,negotiable,FALSE,apartment,86150,4,2,4,FALSE,4,Innenstadt,20-Feb
195,floor_heating,TRUE,TRUE,9,4.33,1175,2019,113755416,district_heating,FALSE,TRUE,980,79,first_time_use,sophisticated,no,TRUE,raised_ground_floor,86167,3,1,3,FALSE,3,Lechhausen,19-Oct
35,central_heating,FALSE,FALSE,8,3.63,500,1990,68009789,district_heating,FALSE,FALSE,360,30.55,well_kept,normal,no,TRUE,apartment,86159,1,2,1,FALSE,1,Universitätsviertel,20-Feb
185,central_heating,FALSE,FALSE,8,3.62,915,1959,115627410,district_heating,TRUE,TRUE,730,75,well_kept,normal,negotiable,FALSE,apartment,86152,2,3,2,FALSE,3,Innenstadt,20-Feb
74,oil_heating,FALSE,TRUE,0,3.62,740,1963,114546570,oil,FALSE,TRUE,567,61.5,well_kept,normal,negotiable,TRUE,apartment,86153,2.5,3,2,FALSE,3,Innenstadt,20-Feb
120,district_heating,FALSE,TRUE,5,5.89,366,1971,111281927,district_heating,TRUE,FALSE,366,40.2,fully_renovated,normal,negotiable,TRUE,apartment,86161,1,18,1,FALSE,1,Herrenbach,19-May
140,central_heating,FALSE,FALSE,9,3.62,1100,1967,114792287,gas,TRUE,FALSE,880,68,well_kept,normal,negotiable,FALSE,apartment,86153,3,1,3,FALSE,3,Innenstadt,20-Feb
340,district_heating,FALSE,TRUE,14,6.59,1990,2014,93961943,steam_district_heating,FALSE,TRUE,1650,160,mint_condition,sophisticated,negotiable,TRUE,penthouse,86153,4,4,4,FALSE,7,Innenstadt,18-Sep
140,central_heating,FALSE,TRUE,3,4.37,1040,1969,113465781,gas,FALSE,TRUE,807,80.68,modernized,normal,negotiable,TRUE,apartment,86163,4,1,4,FALSE,3,Hochzoll,19-Oct
230,central_heating,FALSE,TRUE,15,5.43,1230,1974,66564633,gas,FALSE,TRUE,1000,108,fully_renovated,sophisticated,no,TRUE,apartment,86199,3.5,5,3,FALSE,5,Göggingen,18-Sep
260,gas_heating,FALSE,TRUE,13,4.08,1240,1982,115602819,gas,FALSE,FALSE,980,90.5,first_time_use_after_refurbishment,sophisticated,no,FALSE,roof_storey,86163,3,2,3,FALSE,4,Hochzoll,20-Feb
190,floor_heating,FALSE,TRUE,7,4.71,1300,2015,113745226,district_heating,TRUE,TRUE,1110,86.16,mint_condition,luxury,no,TRUE,apartment,86156,3,1,3,FALSE,4,Kriegshaber,19-Oct
372,district_heating,FALSE,TRUE,11,5,1922,1893,110722619,district_heating,FALSE,TRUE,1550,124.05,first_time_use_after_refurbishment,luxury,negotiable,TRUE,apartment,86152,4,2,4,FALSE,6,Innenstadt,19-May
90,central_heating,FALSE,TRUE,16,5.31,685,1974,111277356,gas,TRUE,FALSE,595,38,fully_renovated,sophisticated,negotiable,TRUE,apartment,86152,1,1,1,FALSE,1,Innenstadt,19-May
125,central_heating,FALSE,TRUE,11,3.63,720,1990,115533183,district_heating,TRUE,TRUE,595,51,refurbished,sophisticated,no,TRUE,apartment,86159,2,2,2,FALSE,2,Universitätsviertel,20-Feb
170,central_heating,FALSE,TRUE,11,4.25,800,1995,90563800,gas,TRUE,TRUE,630,56.05,well_kept,sophisticated,yes,TRUE,ground_floor,86157,2,0,2,TRUE,2,Pfersee,19-Oct
175,gas_heating,FALSE,TRUE,13,6.82,905,1922,103854529,gas,TRUE,FALSE,730,68,modernized,sophisticated,no,FALSE,apartment,86154,2.5,1,2,FALSE,3,Oberhausen,19-May
110,district_heating,FALSE,TRUE,18,5.31,500,2017,111411652,district_heating,TRUE,FALSE,390,23,mint_condition,sophisticated,no,TRUE,apartment,86153,1,1,1,TRUE,1,Innenstadt,19-May
